Year;Month;Day;Hour;sol_rad;prcp
2018;12;5;10;378.02;0.0
2018;12;5;11;432.67;0.0
2018;12;5;12;461.67;0.0
2018;12;5;13;450.6;0.0
2018;12;5;14;389.98;0.0
2018;12;5;15;336.83;0.0
2018;12;5;16;251.2;0.0
2018;12;5;17;156.3;0.0
2018;12;5;18;75.65;0.0
2018;12;5;19;12.2;0.0
2018;12;5;20;0.0;0.0
2018;12;5;21;0.0;0.0
2018;12;5;22;0.0;0.0
2018;12;5;23;0.0;0.0
2018;12;6;0;0.0;0.0
2018;12;6;1;0.0;0.0
2018;12;6;2;0.0;0.0
2018;12;6;3;0.0;0.0
2018;12;6;4;0.0;0.0
2018;12;6;5;1.38;0.0
2018;12;6;6;33.62;0.0
2018;12;6;7;110.75;0.0
2018;12;6;8;200.33;0.0
2018;12;6;9;285.25;0.0
2018;12;6;10;360.3;0.0
2018;12;6;11;413.0;0.0
2018;12;6;12;469.42;0.0
2018;12;6;13;449.45;0.0
2018;12;6;14;411.75;0.0
2018;12;6;15;357.65;0.0
2018;12;6;16;303.2;0.0
2018;12;6;17;207.67;0.0
2018;12;6;18;108.02;0.0
2018;12;6;19;17.67;0.0
2018;12;6;20;0.0;0.0
2018;12;6;21;0.0;0.0
2018;12;6;22;0.0;0.0
2018;12;6;23;0.0;0.0
2018;12;7;0;0.0;0.0
2018;12;7;1;0.0;0.0
2018;12;7;2;0.0;0.0
2018;12;7;3;0.0;0.0
2018;12;7;4;0.0;0.0
2018;12;7;5;1.88;0.0
2018;12;7;6;51.4;0.0
2018;12;7;7;153.42;0.0
2018;12;7;8;255.27;0.0
2018;12;7;9;345.0;0.0
2018;12;7;10;415.35;0.0
2018;12;7;11;427.17;0.0
2018;12;7;12;471.42;0.0
2018;12;7;13;461.3;0.0
2018;12;7;14;419.83;0.0
2018;12;7;15;378.17;0.0
2018;12;7;16;299.95;0.0
2018;12;7;17;208.58;0.0
2018;12;7;18;107.08;0.0
2018;12;7;19;17.88;0.0
2018;12;7;20;0.0;0.0
2018;12;7;21;0.0;0.0
2018;12;7;22;0.0;0.0
2018;12;7;23;0.0;0.0
2018;12;8;0;0.0;0.0
2018;12;8;1;0.0;0.0
2018;12;8;2;0.0;0.0
2018;12;8;3;0.0;0.0
2018;12;8;4;0.0;0.0
2018;12;8;5;1.88;0.0
2018;12;8;6;54.77;0.0
2018;12;8;7;156.3;0.0
2018;12;8;8;255.42;0.0
2018;12;8;9;344.58;0.0
2018;12;8;10;420.83;0.0
2018;12;8;11;465.6;0.0
2018;12;8;12;484.58;0.0
2018;12;8;13;477.35;0.0
2018;12;8;14;443.12;0.0
2018;12;8;15;386.8;0.0
2018;12;8;16;300.73;0.0
2018;12;8;17;202.45;0.0
2018;12;8;18;98.4;0.0
2018;12;8;19;16.6;0.0
2018;12;8;20;0.0;0.0
2018;12;8;21;0.0;0.0
2018;12;8;22;0.0;0.0
2018;12;8;23;0.0;0.0
2018;12;9;0;0.0;0.0
2018;12;9;1;0.0;0.0
2018;12;9;2;0.0;0.0
2018;12;9;3;0.0;0.0
2018;12;9;4;0.0;0.0
2018;12;9;5;1.77;0.0
2018;12;9;6;51.2;0.0
2018;12;9;7;148.08;0.0
2018;12;9;8;245.95;0.0
2018;12;9;9;334.35;0.0
2018;12;9;10;383.02;0.0
2018;12;9;11;324.4;0.0
2018;12;9;12;334.67;0.0
2018;12;9;13;325.8;0.0
2018;12;9;14;278.7;0.0
2018;12;9;15;180.3;0.01
2018;12;9;16;148.6;0.02
2018;12;9;17;77.95;0.04
2018;12;9;18;22.7;0.21
2018;12;9;19;7.42;1.29
2018;12;9;20;0.0;1.74
2018;12;9;21;0.0;2.51
2018;12;9;22;0.0;0.96
2018;12;9;23;0.0;0.11
2018;12;10;0;0.0;0.01
2018;12;10;1;0.0;0.0
2018;12;10;2;0.0;0.0
2018;12;10;3;0.0;0.0
2018;12;10;4;0.0;0.0
2018;12;10;5;1.77;0.0
2018;12;10;6;51.3;0.0
2018;12;10;7;148.98;0.0
2018;12;10;8;251.02;0.0
2018;12;10;9;340.92;0.0
2018;12;10;10;416.27;0.0
2018;12;10;11;462.62;0.0
2018;12;10;12;486.15;0.0
2018;12;10;13;478.75;0.0
2018;12;10;14;448.5;0.0
2018;12;10;15;385.38;0.0
2018;12;10;16;303.83;0.0
2018;12;10;17;209.55;0.0
2018;12;10;18;101.62;0.0
2018;12;10;19;15.98;0.0
2018;12;10;20;0.0;0.0
2018;12;10;21;0.0;0.0
2018;12;10;22;0.0;0.0
2018;12;10;23;0.0;0.0
2018;12;11;0;0.0;0.0
2018;12;11;1;0.0;0.32
2018;12;11;2;0.0;0.32
2018;12;11;3;0.0;0.32
2018;12;11;4;0.0;0.0
2018;12;11;5;0.25;0.0
2018;12;11;6;3.35;0.0
2018;12;11;7;8.48;0.01
2018;12;11;8;14.58;0.19
2018;12;11;9;23.02;0.0
2018;12;11;10;37.5;0.0
2018;12;11;11;64.9;0.01
2018;12;11;12;54.45;0.01
2018;12;11;13;109.15;0.03
2018;12;11;14;39.75;0.1
2018;12;11;15;134.12;0.16
2018;12;11;16;19.7;0.21
2018;12;11;17;60.55;0.34
2018;12;11;18;12.83;0.4
2018;12;11;19;5.58;1.0
2018;12;11;20;0.0;4.91
2018;12;11;21;0.0;5.43
2018;12;11;22;0.0;0.9
2018;12;11;23;0.0;0.07
2018;12;12;0;0.0;0.01
2018;12;12;1;0.0;0.01
2018;12;12;2;0.0;0.02
2018;12;12;3;0.0;0.05
2018;12;12;4;0.0;0.02
2018;12;12;5;1.58;0.0
2018;12;12;6;45.9;0.0
2018;12;12;7;118.0;0.0
2018;12;12;8;238.55;0.0
2018;12;12;9;335.8;0.0
2018;12;12;10;413.92;0.0
2018;12;12;11;458.95;0.0
2018;12;12;12;485.42;0.0
2018;12;12;13;448.5;0.0
2018;12;12;14;405.67;0.0
2018;12;12;15;365.85;0.0
2018;12;12;16;283.4;0.0
2018;12;12;17;204.92;0.0
2018;12;12;18;102.65;0.0
2018;12;12;19;18.77;0.0
2018;12;12;20;0.0;0.0
2018;12;12;21;0.0;0.0
2018;12;12;22;0.0;0.0
2018;12;12;23;0.0;0.0
2018;12;13;0;0.0;0.0
2018;12;13;1;0.0;0.0
2018;12;13;2;0.0;0.0
2018;12;13;3;0.0;0.0
2018;12;13;4;0.0;0.0
2018;12;13;5;1.17;0.24
2018;12;13;6;5.88;0.52
2018;12;13;7;13.75;0.27
2018;12;13;8;18.2;0.68
2018;12;13;9;40.6;9.43
2018;12;13;10;80.15;3.66
2018;12;13;11;67.08;1.35
2018;12;13;12;168.05;3.61
2018;12;13;13;38.33;6.73
2018;12;13;14;38.45;3.69
2018;12;13;15;44.6;1.43
2018;12;13;16;26.42;0.73
2018;12;13;17;33.33;0.22
2018;12;13;18;26.73;0.5
2018;12;13;19;12.1;1.68
2018;12;13;20;0.0;2.88
2018;12;13;21;0.0;2.45
2018;12;13;22;0.0;1.46
2018;12;13;23;0.0;0.7
2018;12;14;0;0.0;0.83
2018;12;14;1;0.0;0.99
2018;12;14;2;0.0;0.96
2018;12;14;3;0.0;0.89
2018;12;14;4;0.0;3.74
2018;12;14;5;0.15;23.92
2018;12;14;6;18.3;17.05
2018;12;14;7;71.3;1.73
2018;12;14;8;142.2;0.22
2018;12;14;9;277.05;0.01
2018;12;14;10;342.95;0.0
2018;12;14;11;296.17;0.0
2018;12;14;12;224.4;0.0
2018;12;14;13;176.35;0.0
2018;12;14;14;221.88;0.0
2018;12;14;15;232.92;0.0
2018;12;14;16;209.1;0.0
2018;12;14;17;189.0;0.0
2018;12;14;18;98.73;0.0
2018;12;14;19;19.45;0.0
2018;12;14;20;0.0;0.0
2018;12;14;21;0.0;0.0
2018;12;14;22;0.0;0.0
2018;12;14;23;0.0;0.0
2018;12;15;0;0.0;0.0
2018;12;15;1;0.0;0.0
2018;12;15;2;0.0;0.0
2018;12;15;3;0.0;0.0
2018;12;15;4;0.0;0.0
2018;12;15;5;1.4;0.0
2018;12;15;6;31.35;0.0
2018;12;15;7;95.73;0.0
2018;12;15;8;179.9;0.0
2018;12;15;9;324.35;0.0
2018;12;15;10;417.85;0.0
2018;12;15;11;464.25;0.0
2018;12;15;12;487.73;0.0
2018;12;15;13;481.25;0.0
2018;12;15;14;448.58;0.0
2018;12;15;15;394.25;0.0
2018;12;15;16;310.25;0.0
2018;12;15;17;216.77;0.0
2018;12;15;18;114.17;0.0
2018;12;15;19;23.35;0.0
2018;12;15;20;0.0;0.0
2018;12;15;21;0.0;0.0
2018;12;15;22;0.0;0.0
2018;12;15;23;0.0;0.0
2018;12;16;0;0.0;0.0
2018;12;16;1;0.0;0.0
2018;12;16;2;0.0;0.0
2018;12;16;3;0.0;0.0
2018;12;16;4;0.0;0.0
2018;12;16;5;0.0;0.0
2018;12;16;6;54.98;0.0
2018;12;16;7;149.08;0.0
2018;12;16;8;249.15;0.0
2018;12;16;9;339.3;0.0
2018;12;16;10;412.3;0.0
2018;12;16;11;466.15;0.0
2018;12;16;12;486.2;0.0
2018;12;16;13;464.55;0.0
2018;12;16;14;414.25;0.01
2018;12;16;15;366.45;0.01
2018;12;16;16;266.9;0.01
2018;12;16;17;174.52;0.03
2018;12;16;18;89.02;0.11
2018;12;16;19;18.88;0.37
2018;12;16;20;0.0;1.03
2018;12;16;21;0.0;1.01
2018;12;16;22;0.0;0.7
2018;12;16;23;0.0;0.32
2018;12;17;0;0.0;0.68
2018;12;17;1;0.0;3.73
2018;12;17;2;0.0;11.7
2018;12;17;3;0.0;8.25
2018;12;17;4;0.0;2.91
2018;12;17;5;0.0;0.51
2018;12;17;6;4.85;0.25
2018;12;17;7;14.15;0.44
2018;12;17;8;32.48;0.9
2018;12;17;9;58.27;0.22
2018;12;17;10;224.62;0.1
2018;12;17;11;310.58;0.04
2018;12;17;12;269.85;0.01
2018;12;17;13;272.38;0.01
2018;12;17;14;182.2;0.01
2018;12;17;15;121.33;0.01
2018;12;17;16;58.88;0.01
2018;12;17;17;34.05;0.12
2018;12;17;18;13.12;0.11
2018;12;17;19;11.98;0.02
2018;12;17;20;0.0;0.0
2018;12;17;21;0.0;0.01
2018;12;17;22;0.0;0.02
2018;12;17;23;0.0;0.02
2018;12;18;0;0.0;0.0
2018;12;18;1;0.0;0.0
2018;12;18;2;0.0;0.01
2018;12;18;3;0.0;0.02
2018;12;18;4;0.0;0.05
2018;12;18;5;0.0;0.08
2018;12;18;6;31.35;0.12
2018;12;18;7;102.23;0.25
2018;12;18;8;189.88;0.66
2018;12;18;9;226.8;0.0
2018;12;18;10;280.62;0.0
2018;12;18;11;330.65;0.0
2018;12;18;12;306.88;0.0
2018;12;18;13;290.95;0.0
2018;12;18;14;272.88;0.0
2018;12;18;15;243.65;0.0
2018;12;18;16;210.02;0.0
2018;12;18;17;129.67;0.0
2018;12;18;18;50.65;0.0
2018;12;18;19;16.55;0.0
2018;12;18;20;0.0;0.0
2018;12;18;21;0.0;0.0
2018;12;18;22;0.0;0.0
2018;12;18;23;0.0;0.0
2018;12;19;0;0.0;0.0
2018;12;19;1;0.0;0.0
2018;12;19;2;0.0;0.0
2018;12;19;3;0.0;0.0
2018;12;19;4;0.0;0.0
2018;12;19;5;0.0;0.0
2018;12;19;6;22.88;0.0
2018;12;19;7;67.38;0.0
2018;12;19;8;132.83;0.0
2018;12;19;9;200.75;0.0
2018;12;19;10;253.48;0.0
2018;12;19;11;359.67;0.0
2018;12;19;12;352.0;0.0
2018;12;19;13;354.23;0.0
2018;12;19;14;313.8;0.0
2018;12;19;15;284.45;0.0
2018;12;19;16;222.23;0.0
2018;12;19;17;153.65;0.0
2018;12;19;18;68.0;0.0
2018;12;19;19;15.55;0.0
2018;12;19;20;0.0;0.0
2018;12;19;21;0.0;0.0
2018;12;19;22;0.0;0.0
2018;12;19;23;0.0;0.0
2018;12;20;0;0.0;0.0
2018;12;20;1;0.0;0.0
2018;12;20;2;0.0;0.0
2018;12;20;3;0.0;0.0
2018;12;20;4;0.0;0.0
2018;12;20;5;0.0;0.0
2018;12;20;6;36.52;0.0
2018;12;20;7;111.15;0.0
2018;12;20;8;198.1;0.0
2018;12;20;9;236.02;0.49
2018;12;20;10;254.12;1.32
2018;12;20;11;298.65;4.81
2018;12;20;12;378.85;7.32
2018;12;20;13;401.7;6.52
2018;12;20;14;313.12;3.65
2018;12;20;15;199.85;1.06
2018;12;20;16;133.83;0.54
2018;12;20;17;93.15;0.4
2018;12;20;18;39.77;0.38
2018;12;20;19;13.35;0.45
2018;12;20;20;0.0;0.3
2018;12;20;21;0.0;0.7
2018;12;20;22;0.0;1.56
2018;12;20;23;0.0;0.58
2018;12;21;0;0.0;0.29
2018;12;21;1;0.0;0.36
2018;12;21;2;0.0;0.93
2018;12;21;3;0.0;0.98
2018;12;21;4;0.0;0.39
2018;12;21;5;0.0;0.02
2018;12;21;6;31.73;0.08
2018;12;21;7;86.92;0.07
2018;12;21;8;152.05;0.08
2018;12;21;9;246.0;0.01
2018;12;21;10;319.85;0.02
2018;12;21;11;390.62;0.01
2018;12;21;12;411.33;0.0
2018;12;21;13;433.92;0.01
2018;12;21;14;416.05;0.01
2018;12;21;15;366.83;0.01
2018;12;21;16;289.4;0.0
2018;12;21;17;204.77;0.0
2018;12;21;18;104.27;0.0
2018;12;21;19;22.48;0.0
2018;12;21;20;0.0;0.0
2018;12;21;21;0.0;0.0
2018;12;21;22;0.0;0.0
2018;12;21;23;0.0;0.0
2018;12;22;0;0.0;0.0
2018;12;22;1;0.0;0.0
2018;12;22;2;0.0;0.01
2018;12;22;3;0.0;0.02
2018;12;22;4;0.0;0.09
2018;12;22;5;0.0;0.15
2018;12;22;6;44.4;0.13
2018;12;22;7;124.48;0.18
2018;12;22;8;227.27;0.06
2018;12;22;9;323.75;0.0
2018;12;22;10;405.65;0.0
2018;12;22;11;448.77;0.0
2018;12;22;12;479.48;0.0
2018;12;22;13;476.73;0.0
2018;12;22;14;444.17;0.0
2018;12;22;15;391.65;0.0
2018;12;22;16;308.67;0.0
2018;12;22;17;214.95;0.0
2018;12;22;18;113.3;0.0
2018;12;22;19;25.3;0.0
2018;12;22;20;0.0;0.0
2018;12;22;21;0.0;0.0
2018;12;22;22;0.0;0.0
2018;12;22;23;0.0;0.0
2018;12;23;0;0.0;0.0
2018;12;23;1;0.0;0.0
2018;12;23;2;0.0;0.0
2018;12;23;3;0.0;0.0
2018;12;23;4;0.0;0.0
2018;12;23;5;0.0;0.0
2018;12;23;6;47.23;0.0
2018;12;23;7;140.55;0.0
2018;12;23;8;241.12;0.0
2018;12;23;9;332.8;0.0
2018;12;23;10;414.5;0.0
2018;12;23;11;462.48;0.0
2018;12;23;12;487.08;0.0
2018;12;23;13;482.77;0.0
2018;12;23;14;456.3;0.0
2018;12;23;15;395.02;0.0
2018;12;23;16;314.27;0.0
2018;12;23;17;221.33;0.0
2018;12;23;18;117.4;0.0
2018;12;23;19;27.17;0.0
2018;12;23;20;0.0;0.0
2018;12;23;21;0.0;0.0
2018;12;23;22;0.0;0.0
2018;12;23;23;0.0;0.0
2018;12;24;0;0.0;0.0
2018;12;24;1;0.0;0.0
2018;12;24;2;0.0;0.0
2018;12;24;3;0.0;0.0
2018;12;24;4;0.0;0.0
2018;12;24;5;0.0;0.0
2018;12;24;6;48.15;0.0
2018;12;24;7;142.62;0.0
2018;12;24;8;243.08;0.0
2018;12;24;9;334.83;0.0
2018;12;24;10;413.45;0.0
2018;12;24;11;461.45;0.0
2018;12;24;12;485.58;0.0
2018;12;24;13;482.0;0.0
2018;12;24;14;451.6;0.0
2018;12;24;15;398.95;0.0
2018;12;24;16;315.92;0.0
2018;12;24;17;223.35;0.0
2018;12;24;18;120.8;0.0
2018;12;24;19;28.9;0.0
2018;12;24;20;0.0;0.0
2018;12;24;21;0.0;0.0
2018;12;24;22;0.0;0.0
2018;12;24;23;0.0;0.0
2018;12;25;0;0.0;0.0
2018;12;25;1;0.0;0.0
2018;12;25;2;0.0;0.0
2018;12;25;3;0.0;0.0
2018;12;25;4;0.0;0.0
2018;12;25;5;0.0;0.0
2018;12;25;6;49.15;0.0
2018;12;25;7;145.02;0.0
2018;12;25;8;245.6;0.0
2018;12;25;9;337.55;0.0
2018;12;25;10;412.4;0.0
2018;12;25;11;467.88;0.0
2018;12;25;12;490.38;0.0
2018;12;25;13;486.55;0.0
2018;12;25;14;460.73;0.0
2018;12;25;15;400.9;0.0
2018;12;25;16;321.73;0.0
2018;12;25;17;229.0;0.0
2018;12;25;18;125.1;0.0
2018;12;25;19;31.12;0.0
2018;12;25;20;0.0;0.0
2018;12;25;21;0.0;0.0
2018;12;25;22;0.0;0.0
2018;12;25;23;0.0;0.0
2018;12;26;0;0.0;0.0
2018;12;26;1;0.0;0.0
2018;12;26;2;0.0;0.0
2018;12;26;3;0.0;0.0
2018;12;26;4;0.0;0.0
2018;12;26;5;0.0;0.0
2018;12;26;6;48.15;0.0
2018;12;26;7;144.42;0.0
2018;12;26;8;244.85;0.0
2018;12;26;9;336.27;0.0
2018;12;26;10;413.5;0.0
2018;12;26;11;447.48;0.0
2018;12;26;12;459.05;0.0
2018;12;26;13;460.95;0.0
2018;12;26;14;432.9;0.0
2018;12;26;15;384.1;0.0
2018;12;26;16;310.9;0.0
2018;12;26;17;215.38;0.0
2018;12;26;18;120.4;0.0
2018;12;26;19;29.27;0.0
2018;12;26;20;0.0;0.0
2018;12;26;21;0.0;0.0
2018;12;26;22;0.0;0.0
2018;12;26;23;0.0;0.0
2018;12;27;0;0.0;0.0
2018;12;27;1;0.0;0.0
2018;12;27;2;0.0;0.0
2018;12;27;3;0.0;0.0
2018;12;27;4;0.0;0.0
2018;12;27;5;0.0;0.0
2018;12;27;6;18.85;0.0
2018;12;27;7;71.02;0.0
2018;12;27;8;132.67;0.0
2018;12;27;9;130.75;0.0
2018;12;27;10;135.65;0.0
2018;12;27;11;241.15;0.0
2018;12;27;12;200.55;0.0
2018;12;27;13;244.48;0.0
2018;12;27;14;190.92;0.0
2018;12;27;15;281.48;0.0
2018;12;27;16;156.08;0.0
2018;12;27;17;112.15;0.0
2018;12;27;18;65.6;0.0
2018;12;27;19;19.9;0.0
2018;12;27;20;0.0;0.0
2018;12;27;21;0.0;0.0
2018;12;27;22;0.0;0.0
2018;12;27;23;0.0;0.0
2018;12;28;0;0.0;0.0
2018;12;28;1;0.0;0.0
2018;12;28;2;0.0;0.0
2018;12;28;3;0.0;0.0
2018;12;28;4;0.0;0.0
2018;12;28;5;0.0;0.0
2018;12;28;6;38.85;0.0
2018;12;28;7;129.25;0.0
2018;12;28;8;221.42;0.0
2018;12;28;9;299.42;0.36
2018;12;28;10;374.5;0.18
2018;12;28;11;441.75;0.33
2018;12;28;12;445.4;0.49
2018;12;28;13;410.27;0.43
2018;12;28;14;422.65;0.28
2018;12;28;15;340.73;0.32
2018;12;28;16;288.23;0.24
2018;12;28;17;144.58;0.1
2018;12;28;18;96.12;0.05
2018;12;28;19;21.3;0.01
2018;12;28;20;0.0;0.0
2018;12;28;21;0.0;0.0
2018;12;28;22;0.0;0.0
2018;12;28;23;0.0;0.0
2018;12;29;0;0.0;0.01
2018;12;29;1;0.0;0.05
2018;12;29;2;0.0;0.22
2018;12;29;3;0.0;0.75
2018;12;29;4;0.0;1.32
2018;12;29;5;0.0;2.05
2018;12;29;6;6.92;2.19
2018;12;29;7;13.62;1.99
2018;12;29;8;35.88;1.83
2018;12;29;9;95.4;0.11
2018;12;29;10;164.7;0.09
2018;12;29;11;240.23;0.08
2018;12;29;12;394.25;0.06
2018;12;29;13;469.4;0.04
2018;12;29;14;441.4;0.02
2018;12;29;15;388.85;0.01
2018;12;29;16;307.67;0.01
2018;12;29;17;214.48;0.01
2018;12;29;18;114.88;0.01
2018;12;29;19;27.8;0.01
2018;12;29;20;0.0;0.01
2018;12;29;21;0.0;0.0
2018;12;29;22;0.0;0.0
2018;12;29;23;0.0;0.02
2018;12;30;0;0.0;0.09
2018;12;30;1;0.0;0.39
2018;12;30;2;0.0;0.88
2018;12;30;3;0.0;2.7
2018;12;30;4;0.0;9.28
2018;12;30;5;0.0;10.85
2018;12;30;6;13.05;1.56
2018;12;30;7;50.6;0.1
2018;12;30;8;105.9;0.0
2018;12;30;9;156.02;0.0
2018;12;30;10;211.65;0.0
2018;12;30;11;434.52;0.0
2018;12;30;12;463.23;0.0
2018;12;30;13;476.55;0.0
2018;12;30;14;447.58;0.0
2018;12;30;15;368.25;0.0
2018;12;30;16;297.5;0.0
2018;12;30;17;202.67;0.0
2018;12;30;18;117.8;0.0
2018;12;30;19;28.5;0.0
2018;12;30;20;0.0;0.0
2018;12;30;21;0.0;0.0
2018;12;30;22;0.0;0.0
2018;12;30;23;0.0;0.0
2018;12;31;0;0.0;0.0
2018;12;31;1;0.0;0.0
2018;12;31;2;0.0;0.0
2018;12;31;3;0.0;0.0
2018;12;31;4;0.0;0.0
2018;12;31;5;0.0;0.0
2018;12;31;6;40.62;0.0
2018;12;31;7;134.77;0.0
2018;12;31;8;236.75;0.0
2018;12;31;9;329.58;0.0
2018;12;31;10;409.75;0.0
2018;12;31;11;459.2;0.0
2018;12;31;12;486.55;0.0
2018;12;31;13;483.65;0.0
2018;12;31;14;453.52;0.0
2018;12;31;15;402.08;0.0
2018;12;31;16;319.3;0.0
2018;12;31;17;226.12;0.0
2018;12;31;18;123.0;0.0
2018;12;31;19;30.83;0.0
2018;12;31;20;0.0;0.0
2018;12;31;21;0.0;0.0
2018;12;31;22;0.0;0.0
2018;12;31;23;0.0;0.0
2019;1;1;0;0.0;0.0
2019;1;1;1;0.0;0.0
2019;1;1;2;0.0;0.0
2019;1;1;3;0.0;0.0
2019;1;1;4;0.0;0.0
2019;1;1;5;0.0;0.0
2019;1;1;6;32.0;0.0
2019;1;1;7;125.4;0.0
2019;1;1;8;228.73;0.0
2019;1;1;9;324.12;0.0
2019;1;1;10;355.7;0.02
2019;1;1;11;388.85;0.05
2019;1;1;12;435.85;0.1
2019;1;1;13;431.85;0.14
2019;1;1;14;401.67;0.14
2019;1;1;15;287.9;0.13
2019;1;1;16;190.5;0.11
2019;1;1;17;109.85;0.08
2019;1;1;18;72.52;0.04
2019;1;1;19;20.8;0.03
2019;1;1;20;0.0;0.04
2019;1;1;21;0.0;0.03
2019;1;1;22;0.0;0.03
2019;1;1;23;0.0;0.01
2019;1;2;0;0.0;0.03
2019;1;2;1;0.0;0.03
2019;1;2;2;0.0;0.02
2019;1;2;3;0.0;0.04
2019;1;2;4;0.0;0.1
2019;1;2;5;0.0;0.12
2019;1;2;6;20.92;0.11
2019;1;2;7;66.9;0.14
2019;1;2;8;115.85;0.12
2019;1;2;9;211.35;0.04
2019;1;2;10;284.8;0.03
2019;1;2;11;300.9;0.02
2019;1;2;12;220.88;0.06
2019;1;2;13;80.33;0.11
2019;1;2;14;36.25;0.1
2019;1;2;15;95.98;0.11
2019;1;2;16;32.77;0.11
2019;1;2;17;21.92;0.15
2019;1;2;18;9.2;0.81
2019;1;2;19;10.83;3.37
2019;1;2;20;0.0;1.69
2019;1;2;21;0.0;0.35
2019;1;2;22;0.0;0.6
2019;1;2;23;0.0;0.54
2019;1;3;0;0.0;0.65
2019;1;3;1;0.0;0.07
2019;1;3;2;0.0;0.06
2019;1;3;3;0.0;0.21
2019;1;3;4;0.0;0.6
2019;1;3;5;0.0;0.47
2019;1;3;6;11.9;0.13
2019;1;3;7;62.45;0.03
2019;1;3;8;140.77;0.0
2019;1;3;9;236.92;0.0
2019;1;3;10;368.3;0.0
2019;1;3;11;449.6;0.0
2019;1;3;12;454.3;0.0
2019;1;3;13;478.33;0.0
2019;1;3;14;453.92;0.0
2019;1;3;15;400.7;0.0
2019;1;3;16;311.45;0.0
2019;1;3;17;229.58;0.0
2019;1;3;18;128.45;0.0
2019;1;3;19;34.05;0.0
2019;1;3;20;0.0;0.0
2019;1;3;21;0.0;0.0
2019;1;3;22;0.0;0.0
2019;1;3;23;0.0;0.0
2019;1;4;0;0.0;0.0
2019;1;4;1;0.0;0.0
2019;1;4;2;0.0;0.0
2019;1;4;3;0.0;0.0
2019;1;4;4;0.0;0.0
2019;1;4;5;0.0;0.0
2019;1;4;6;36.62;0.0
2019;1;4;7;131.35;0.0
2019;1;4;8;233.25;0.0
2019;1;4;9;326.65;0.0
2019;1;4;10;302.37;0.0
2019;1;4;11;458.17;0.0
2019;1;4;12;484.88;0.0
2019;1;4;13;482.17;0.0
2019;1;4;14;454.77;0.0
2019;1;4;15;396.55;0.0
2019;1;4;16;313.77;0.0
2019;1;4;17;221.73;0.0
2019;1;4;18;122.4;0.0
2019;1;4;19;31.6;0.0
2019;1;4;20;0.0;0.0
2019;1;4;21;0.0;0.0
2019;1;4;22;0.0;0.0
2019;1;4;23;0.0;0.0
2019;1;5;0;0.0;0.0
2019;1;5;1;0.0;0.0
2019;1;5;2;0.0;0.0
2019;1;5;3;0.0;0.0
2019;1;5;4;0.0;0.0
2019;1;5;5;0.0;0.0
2019;1;5;6;34.95;0.0
2019;1;5;7;129.33;0.0
2019;1;5;8;230.42;0.0
2019;1;5;9;324.05;0.0
2019;1;5;10;401.75;0.0
2019;1;5;11;443.0;0.0
2019;1;5;12;485.62;0.0
2019;1;5;13;483.7;0.0
2019;1;5;14;454.83;0.0
2019;1;5;15;402.95;0.0
2019;1;5;16;321.9;0.0
2019;1;5;17;228.75;0.0
2019;1;5;18;128.05;0.0
2019;1;5;19;33.33;0.0
2019;1;5;20;0.0;0.0
2019;1;5;21;0.0;0.0
2019;1;5;22;0.0;0.0
2019;1;5;23;0.0;0.0
2019;1;6;0;0.0;0.0
2019;1;6;1;0.0;0.22
2019;1;6;2;0.0;0.23
2019;1;6;3;0.0;0.25
2019;1;6;4;0.0;0.01
2019;1;6;5;0.0;0.01
2019;1;6;6;6.0;0.0
2019;1;6;7;60.85;0.01
2019;1;6;8;52.38;0.12
2019;1;6;9;70.85;0.02
2019;1;6;10;82.27;0.03
2019;1;6;11;189.83;0.06
2019;1;6;12;230.3;0.04
2019;1;6;13;197.4;0.04
2019;1;6;14;304.17;0.04
2019;1;6;15;273.0;0.02
2019;1;6;16;219.58;0.03
2019;1;6;17;165.6;0.02
2019;1;6;18;69.17;0.02
2019;1;6;19;18.73;0.02
2019;1;6;20;0.0;0.01
2019;1;6;21;0.0;0.02
2019;1;6;22;0.0;0.01
2019;1;6;23;0.0;0.11
2019;1;7;0;0.0;0.34
2019;1;7;1;0.0;0.29
2019;1;7;2;0.0;0.49
2019;1;7;3;0.0;0.65
2019;1;7;4;0.0;0.75
2019;1;7;5;0.0;1.03
2019;1;7;6;12.9;1.1
2019;1;7;7;71.6;0.49
2019;1;7;8;86.98;0.17
2019;1;7;9;96.8;0.06
2019;1;7;10;143.38;0.03
2019;1;7;11;133.12;0.03
2019;1;7;12;224.42;0.05
2019;1;7;13;146.35;0.07
2019;1;7;14;238.38;0.06
2019;1;7;15;217.58;0.02
2019;1;7;16;249.05;0.01
2019;1;7;17;175.33;0.01
2019;1;7;18;112.12;0.0
2019;1;7;19;28.12;0.0
2019;1;7;20;0.0;0.0
2019;1;7;21;0.0;0.0
2019;1;7;22;0.0;0.0
2019;1;7;23;0.0;0.0
2019;1;8;0;0.0;0.0
2019;1;8;1;0.0;0.0
2019;1;8;2;0.0;0.0
2019;1;8;3;0.0;0.0
2019;1;8;4;0.0;0.0
2019;1;8;5;0.0;0.0
2019;1;8;6;27.73;0.0
2019;1;8;7;114.8;0.0
2019;1;8;8;212.95;0.0
2019;1;8;9;306.55;0.0
2019;1;8;10;388.02;0.0
2019;1;8;11;425.35;0.0
2019;1;8;12;429.35;0.0
2019;1;8;13;386.75;0.0
2019;1;8;14;374.33;0.0
2019;1;8;15;323.2;0.0
